participant_id,test_id,test_duration,mental,physical,temporal,performance,effort,frustration,mean,mean_pupil_diameter,median_pupil_diameter,blinkrate,fixationrate,blinkrate_rel,fixationrate_rel,mean_pupil_diameter_rel,median_pupil_diameter_rel,blinkrate_var,blinkrate_std,fixationrate_var,fixationrate_std,mean_pupil_diameter_var,mean_pupil_diameter_std,median_pupil_diameter_var,median_pupil_diameter_std
42,1,43.37153399991803,40,20,15,10,10,10,17.5,30.16232018310309,30.289182662963903,0.0691697923344299,0.2997092935126747,0.0,0.0,0.0,0.0,0.0009375683360102613,0.030619737686829736,0.002885537451188486,0.05371719883974299,1.0009538775457254,1.0004768250917786,0.9647637560022764,0.9822238828303231
42,2,27.28239800001029,50,25,60,20,30,10,32.5,33.03518368670857,33.1260032653809,0.0366536695197989,0.3298975662552355,-0.032516122814630996,0.03018827274256075,2.8728635036054797,2.8368206024169993,0.0009375683360102613,0.030619737686829736,0.002885537451188486,0.05371719883974299,1.0009538775457254,1.0004768250917786,0.9647637560022764,0.9822238828303231
42,3,70.98428799991962,75,60,30,65,90,75,65.8,33.948182939653734,34.031467437744155,0.0845257474443752,0.2676462425234721,0.015355955109945307,-0.032063050989202646,3.7858627565506424,3.742284774780252,0.0009375683360102613,0.030619737686829736,0.002885537451188486,0.05371719883974299,1.0009538775457254,1.0004768250917786,0.9647637560022764,0.9822238828303231
42,4,42.70588100003079,70,60,40,35,65,25,49.2,31.949708635785846,32.0689697265625,0.0936639148129766,0.3746019239976715,0.02449412247854671,0.07489263048499678,1.7873884526827553,1.7797870635985973,0.0009375683360102613,0.030619737686829736,0.002885537451188486,0.05371719883974299,1.0009538775457254,1.0004768250917786,0.9647637560022764,0.9822238828303231
43,1,34.35465400000248,5,5,10,0,10,5,5.8,28.616321585436364,28.6911087036133,0.0873244131639277,0.2037479315582667,0.0,0.0,0.0,0.0,0.00028562011635221724,0.016900299297711186,0.002531852113545321,0.05031751299046209,1.681284028857573,1.2966433699585915,1.2326020723123992,1.1102261356644416
43,2,33.46423099999811,15,10,10,0,5,5,7.5,29.53197977496064,29.8584861755371,0.0597653058275898,0.2390637236607716,-0.027559107336337894,0.035315792102504906,0.9156581895242759,1.1673774719237997,0.00028562011635221724,0.016900299297711186,0.002531852113545321,0.05031751299046209,1.681284028857573,1.2966433699585915,1.2326020723123992,1.1102261356644416
43,3,51.95103199999721,30,10,55,10,70,10,30.8,31.332484925829103,31.2689971923828,0.0769955830713856,0.3079709414403374,-0.010328830092542096,0.10422300988207067,2.7161633403927397,2.5778884887694993,0.00028562011635221724,0.016900299297711186,0.002531852113545321,0.05031751299046209,1.681284028857573,1.2966433699585915,1.2326020723123992,1.1102261356644416
43,4,53.43950400000176,65,5,65,80,55,35,50.8,32.04855162202558,32.0488848489292,0.0935637426574886,0.337034281816444,0.006239329493560902,0.1332863502581773,3.432230036589214,3.357776145315899,0.00028562011635221724,0.016900299297711186,0.002531852113545321,0.05031751299046209,1.681284028857573,1.2966433699585915,1.2326020723123992,1.1102261356644416
44,1,26.77200300000186,50,25,25,15,35,5,25.8,32.069953691340736,32.0432987213135,0.0373524536061022,0.2987752120995945,0.0,0.0,0.0,0.0,0.20165983604961935,0.44906551420657914,0.009564937148726619,0.09780049666912034,5.4359922816419,2.331521452108451,5.124442692253001,2.2637231924979258
44,2,34.59011900000041,50,5,75,25,65,5,37.5,33.06694562291998,33.0068302154541,0.0578199803244382,0.3758302306620441,0.020467526718336,0.07705501856244956,0.9969919315792453,0.9635314941406037,0.20165983604961935,0.44906551420657914,0.009564937148726619,0.09780049666912034,5.4359922816419,2.331521452108451,5.124442692253001,2.2637231924979258
44,3,63.3574959999969,85,50,50,25,60,50,53.3,34.306020838708854,34.5428619384766,0.9470071228825542,0.2682941558501944,0.909654669276452,-0.030481056249400118,2.236067147368118,2.4995632171631,0.20165983604961935,0.44906551420657914,0.009564937148726619,0.09780049666912034,5.4359922816419,2.331521452108451,5.124442692253001,2.2637231924979258
44,4,99.68808199999694,60,5,75,25,75,5,40.8,37.57961773942557,37.4631767272949,0.61190865323301,0.1805637624990078,0.5745561996269078,-0.11821144960058672,5.5096640480848365,5.419878005981403,0.20165983604961935,0.44906551420657914,0.009564937148726619,0.09780049666912034,5.4359922816419,2.331521452108451,5.124442692253001,2.2637231924979258
45,1,69.07207500000368,55,20,35,25,40,15,31.7,34.267423344339726,34.01073265075685,0.0144776307936303,0.2316423559582414,0.0,0.0,0.0,0.0,0.0012891461252027639,0.035904681104317916,0.004204433357722946,0.06484160206011991,0.5925871341906931,0.7697968135753052,0.5511332790823174,0.7423835121298946
45,2,35.4942219999939,65,30,20,5,25,5,25.0,35.58384829256882,35.39013671875,0.0,0.2253642156867375,-0.0144776307936303,-0.00627814027150389,1.3164249482290913,1.3794040679931499,0.0012891461252027639,0.035904681104317916,0.004204433357722946,0.06484160206011991,0.5925871341906931,0.7697968135753052,0.5511332790823174,0.7423835121298946
45,3,70.69476199999917,80,65,55,40,80,30,58.3,36.734790225661705,36.6776008605957,0.0707265978206427,0.2404617249858241,0.056248967027012396,0.008819369027582707,2.467366881321979,2.666868209838853,0.0012891461252027639,0.035904681104317916,0.004204433357722946,0.06484160206011991,0.5925871341906931,0.7697968135753052,0.5511332790823174,0.7423835121298946
45,4,40.64280999999028,85,45,80,55,85,25,62.5,37.04490432140933,36.6743583679199,0.0246045979596449,0.3444582480619283,0.0101269671660146,0.11281589210368692,2.777480977069601,2.6636257171630504,0.0012891461252027639,0.035904681104317916,0.004204433357722946,0.06484160206011991,0.5925871341906931,0.7697968135753052,0.5511332790823174,0.7423835121298946
46,1,25.530761000001803,10,5,15,0,10,5,7.5,31.055881048210967,31.194507598877,0.078336873703054,0.3918359030420137,0.0,0.0,0.0,0.0,0.0021398808566969792,0.04625884625341384,0.003296295095964935,0.05741337035887142,4.1999006744314995,2.049365920091261,4.399671966116582,2.0975395028739223
46,2,33.331174000006285,10,30,100,10,45,15,35.0,31.033951072477905,31.2105770111084,0.0900058305776878,0.2399984112105387,0.01166895687463379,-0.15183749183147502,-0.021929975733062435,0.016069412231399127,0.0021398808566969792,0.04625884625341384,0.003296295095964935,0.05741337035887142,4.1999006744314995,2.049365920091261,4.399671966116582,2.0975395028739223
46,3,42.97146800000337,75,5,55,15,55,20,37.5,35.13043137832511,35.3915328979492,0.1628987867018983,0.3491465165774192,0.0845619129988443,-0.042689386464594525,4.074550330114146,4.197025299072198,0.0021398808566969792,0.04625884625341384,0.003296295095964935,0.05741337035887142,4.1999006744314995,2.049365920091261,4.399671966116582,2.0975395028739223
46,4,45.50780300000042,65,25,75,30,80,50,54.2,33.19982987189563,33.598917007446246,0.1757940281142538,0.2636871338971978,0.09745715441119979,-0.12814876914481593,2.1439488236846636,2.404409408569247,0.0021398808566969792,0.04625884625341384,0.003296295095964935,0.05741337035887142,4.1999006744314995,2.049365920091261,4.399671966116582,2.0975395028739223
47,1,41.93576300004497,5,5,5,0,10,5,5.0,31.570698497810213,31.573809623718297,0.0476919902470322,0.238478128926151,0.0,0.0,0.0,0.0,0.006320496959601038,0.07950155318986565,0.0002903814464115955,0.017040582337807458,0.5620275070354617,0.7496849385144814,0.6294020112448457,0.7933486063798472
47,2,22.78008499997668,10,5,5,45,20,10,15.8,33.22578155602309,33.427505493164105,0.1316939774370056,0.3071649089192347,0.0840019871899734,0.0686867799930837,1.655083058212874,1.8536958694458079,0.006320496959601038,0.07950155318986565,0.0002903814464115955,0.017040582337807458,0.5620275070354617,0.7496849385144814,0.6294020112448457,0.7933486063798472
47,3,90.3236039999174,50,10,20,50,75,10,35.8,34.71404367946369,35.0118865966797,0.0774991219350193,0.2878417509820132,0.029807131687987105,0.0493636220558622,3.14334518165348,3.4380769729614045,0.006320496959601038,0.07950155318986565,0.0002903814464115955,0.017040582337807458,0.5620275070354617,0.7496849385144814,0.6294020112448457,0.7933486063798472
47,4,34.180457999929786,50,5,10,10,50,5,21.7,34.12767639703201,34.2939147949219,0.2340518667133259,0.3218160018468735,0.1863598764662937,0.08333787292072248,2.556977899221799,2.720105171203606,0.006320496959601038,0.07950155318986565,0.0002903814464115955,0.017040582337807458,0.5620275070354617,0.7496849385144814,0.6294020112448457,0.7933486063798472
